battery,t_bucket,arr,bp,fever,action,q
10,35,1,1,0,0,1,260.7707826742413
10,37,1,0,0,1,6,269.8164814287476
10,38,0,0,0,1,2,248.0064639577158
10,39,0,1,0,0,2,271.26989584593696
10,40,0,1,0,0,4,263.2317466623714
10,42,1,0,0,0,2,263.02107028157417
10,43,1,1,0,1,3,273.6239289123354
10,47,1,0,1,0,0,242.33573450054038
10,48,0,0,0,1,6,252.77635061300612
10,50,0,1,0,0,4,247.38276844416117
10,51,0,1,0,0,0,254.48897395931334
10,54,1,1,0,0,6,279.49734185028285
10,56,0,0,1,0,3,265.61918295910516
10,0,1,1,0,0,3,269.5751292589313
10,1,1,0,0,1,3,255.64890247328043
10,4,0,0,1,1,2,258.69434717771117
10,6,0,0,0,0,2,250.56241423362763
10,13,1,1,0,0,6,288.8117613989245
10,14,0,1,0,1,5,253.61610636994385
10,15,1,0,1,0,2,256.905506513068
10,16,0,1,0,1,7,266.4383106578143
10,18,1,1,0,0,0,255.47639739717937
10,20,1,1,1,0,0,257.58341212146627
10,21,1,1,0,1,5,262.32680738959886
10,24,1,0,0,1,2,257.3400648357277
10,25,1,1,0,1,2,270.03960860076455
10,26,0,1,1,1,4,249.92082221073653
10,30,1,0,0,1,7,265.8670530299703
10,31,1,0,1,1,0,251.21535392740577
10,32,0,0,0,1,3,255.67085769245335
10,38,1,1,0,0,7,292.6803630728487
10,43,0,0,0,1,5,253.86074495981612
10,44,1,1,0,0,6,275.7053780843309
10,45,1,0,0,1,0,250.3836412773781
10,46,0,1,0,1,1,254.1857927990095
10,48,1,0,1,0,7,283.7227656285947
10,49,1,0,1,1,3,283.219140314139
10,55,0,0,0,0,4,251.41026536228696
10,57,0,1,1,0,5,265.959393111929
10,3,0,0,0,0,6,253.1687571456785
10,8,1,0,1,1,0,263.02260174192577
10,15,1,1,0,1,5,278.4633357849373
10,17,0,1,0,1,3,259.7154257999981
10,18,0,0,0,0,0,248.53627744773107
10,19,0,0,0,0,6,249.88645306242617
10,21,0,0,0,0,1,248.15429129217338
10,22,0,1,1,0,6,265.0427914748581
10,25,0,1,0,0,0,256.59188063512664
10,26,1,1,0,0,4,276.4010800659294
10,27,0,1,1,1,1,284.62989153236117
10,28,1,1,0,0,2,275.9568904658574
10,29,1,0,0,1,0,252.417108683582
10,30,1,0,0,1,5,267.9522257444495
10,31,0,0,1,1,3,271.3052116093486
10,33,1,0,0,1,4,271.68472021059335
10,35,0,1,0,0,7,267.47910791154504
10,37,1,1,0,0,6,286.4811069277945
10,38,1,1,0,1,2,271.3567224029346
10,39,1,0,0,1,3,256.10102885071035
10,40,1,0,0,1,4,265.3395390595737
10,41,0,1,0,1,7,267.0205964209855
10,43,0,0,0,0,0,254.18292045347215
10,45,1,1,0,0,7,278.3664922254525
10,47,0,1,1,0,2,274.0923247679025
10,50,1,0,1,0,0,256.24207998504215
10,51,1,0,0,1,6,266.0001107586108
10,52,0,0,0,1,6,250.56250550123698
10,53,1,0,0,0,0,262.3393936385247
10,54,1,0,0,1,7,269.61172591586933
10,55,0,0,0,1,1,251.83737346668232
10,56,1,0,0,0,5,265.82771193672795
10,57,1,1,0,1,0,256.96696723314284
10,59,0,0,0,1,4,255.00874483801704
10,0,1,0,1,0,5,282.32255031316913
10,1,0,0,0,1,3,248.86625139352802
10,4,1,0,0,0,5,268.14174234425536
10,6,0,1,1,0,5,267.0512835624825
10,8,1,0,0,0,3,258.5978171257199
10,9,0,0,0,1,7,250.53344478975703
10,12,0,0,0,1,5,258.57911246063753
10,14,0,0,1,1,1,266.82641326108177
10,15,0,0,0,0,6,248.00095008810933
10,16,0,1,0,0,1,257.5676192559168
10,17,1,1,0,0,6,287.75721364563736
10,18,0,0,0,1,2,253.2106298568198
10,19,0,1,1,0,3,288.40159793485253
10,20,1,0,0,0,3,256.2822656725808
10,22,1,0,0,0,3,249.52268850335034
10,23,0,0,0,1,0,253.14818304526082
10,24,1,0,1,0,6,270.08633846923846
10,25,0,0,0,1,2,250.64915674846316
10,26,0,0,0,0,1,251.0166942697817
10,28,0,1,0,0,2,268.10984489864404
10,29,0,1,1,0,6,265.2684935680449
10,30,0,1,0,0,6,270.5376103641379
10,31,1,0,0,0,3,261.41334211771
10,32,1,0,0,1,7,268.23404972060445
10,36,0,0,0,0,0,254.8099309671417
10,40,0,0,0,1,2,256.2536490116433
10,41,1,0,1,0,6,268.58992687832455
10,44,0,0,1,0,2,244.229811212282
10,45,0,1,0,0,2,268.867788257853
10,46,1,1,0,0,5,270.560514775557
10,48,1,0,1,0,3,269.21448011256047
10,49,0,0,0,1,4,252.19512300777626
10,50,1,0,1,0,7,285.7263161518068
10,54,0,0,1,0,1,271.49028714950504
10,55,1,1,1,0,0,262.67811918388963
10,56,1,0,0,1,4,266.28641455732526
10,57,0,0,0,1,6,251.6299707638416
10,0,0,0,0,0,4,248.50741237638147
10,1,1,0,1,0,0,258.9562070279048
10,2,0,0,0,1,4,256.70123021825674
10,3,0,1,0,0,2,266.2445446626867
10,4,1,0,0,0,2,256.3972561957386
10,6,0,0,1,1,5,271.8129176089497
10,8,0,1,1,0,5,266.57552960615345
10,9,1,0,0,0,5,275.1432308116138
10,10,0,1,0,1,4,260.32000923901165
10,12,0,0,0,0,5,247.55650722186198
10,13,1,0,1,0,3,286.80004439733574
10,14,1,1,1,1,7,294.3887746648063
10,17,0,0,0,0,2,247.77199219898122
10,20,0,1,0,0,3,264.5534488863371
10,22,0,1,0,0,5,253.1523906012063
10,24,0,0,0,0,6,252.43411305191657
10,26,1,0,0,0,3,254.81235745610326
10,27,0,0,1,1,2,251.11989420778872
10,30,0,1,1,0,0,259.4460872040959
10,31,0,1,1,0,4,256.5466967192502
10,34,0,0,0,1,2,255.5961483859061
10,42,1,1,0,0,5,269.2996315370111
10,43,0,1,0,1,4,254.01513310063805
10,44,0,0,0,0,4,252.1829750936054
10,46,0,0,0,1,3,250.08481309581336
10,47,0,1,0,0,3,269.0372580896117
10,49,0,0,1,1,6,253.49824982878602
10,50,1,0,0,0,0,252.59334969969888
10,52,0,0,1,0,5,265.71020779549787
10,55,0,1,1,1,5,271.9153225865937
10,59,0,0,1,0,0,246.46776780982685
10,1,0,0,0,1,6,248.82845476744876
10,2,0,0,0,0,0,250.62545378982117
10,4,1,0,0,0,4,264.21641948127785
10,8,0,1,0,0,5,252.01828258769186
10,10,0,1,1,0,2,267.7154138441155
10,11,0,1,0,0,6,262.8509830630285
10,13,0,1,1,1,5,270.66922497246014
10,14,0,1,1,0,6,265.06344849052107
10,15,0,0,1,0,3,264.79606569560735
10,16,0,0,0,0,5,250.8513083007769
10,17,0,1,0,0,2,263.30657767386407
10,18,0,1,0,0,0,256.44249449879476
10,19,1,1,0,0,6,286.4004984778702
10,20,0,0,0,1,1,250.80691856113862
10,22,1,0,1,0,3,271.3628002848432
10,23,0,0,0,1,5,251.89834615109856
10,26,0,1,1,0,4,253.8224439845548
10,27,1,1,0,0,6,284.39813684674067
10,28,0,0,1,1,4,255.57853219910191
10,29,0,1,0,0,7,269.9991309754051
10,31,1,1,0,1,0,260.64593877622013
10,32,1,0,0,1,4,270.85511215937623
10,33,0,1,0,1,7,273.1745524295701
10,36,0,1,0,0,0,256.47462428240425
10,37,0,0,1,0,6,262.80831610640325
10,42,1,1,0,0,3,268.99926988735876
10,44,1,0,0,0,4,264.8694927604044
10,45,1,0,0,1,5,260.52804348268756
10,46,1,1,0,1,7,280.63545361393454
10,47,0,0,0,1,3,250.62463675438528
10,48,1,1,1,0,1,270.4202991278298
10,49,0,0,0,1,1,252.93886223782684
10,51,1,0,0,0,3,250.90367765381464
10,52,0,1,0,1,4,254.04240562313956
10,53,1,1,1,0,5,286.7865187917858
10,54,0,0,0,1,3,250.6555470423379
10,55,0,1,0,0,6,266.75537622647096
10,58,1,0,0,0,4,270.9036228279855
10,59,0,0,0,1,7,255.00172198046025
10,0,1,0,0,0,3,256.12277156795307
10,1,1,0,0,1,0,253.92653277464723
10,2,1,0,0,1,3,260.1327688504883
10,4,0,0,0,1,4,252.28857611173217
10,6,1,0,0,0,5,273.4725715320479
10,7,0,1,0,1,5,260.26753807792716
10,13,1,0,1,1,5,276.4423866886731
10,14,1,1,1,1,5,280.70285421225367
10,15,0,0,0,1,1,253.3868358776839
10,17,0,0,0,0,0,247.3910884821439
10,18,1,0,1,0,6,274.69731520442883
10,19,1,1,1,1,4,279.0938482491373
10,21,0,1,0,0,5,254.30534409678816
10,24,0,0,1,0,1,271.0625699965595
10,28,1,0,0,1,5,272.3299629611553
10,29,0,1,0,1,5,256.96059608814915
10,30,0,0,0,0,5,252.20903216943296
10,31,1,0,0,0,2,262.51863023481616
10,38,0,0,0,0,0,255.29118952189
10,39,1,0,0,0,2,259.37712127593153
10,40,0,1,0,1,5,259.14089004793385
10,41,0,1,0,0,5,252.1411549113565
10,44,0,0,0,0,7,252.16438442573198
10,47,0,0,1,1,4,253.427799746261
10,53,0,1,1,0,3,289.26069447123945
10,54,0,0,0,0,5,250.40897370591406
10,57,1,0,0,0,7,261.9599794828278
10,58,0,1,0,1,1,257.70990229609305
10,59,0,0,0,0,5,248.4415277091623
10,2,1,0,0,0,1,256.01488068127946
10,5,0,1,1,0,1,261.2136344955949
10,7,1,0,0,0,4,261.9791964006819
10,12,0,0,1,0,6,249.24407877192675
10,13,0,1,0,0,6,271.717451902812
10,15,1,0,0,0,3,253.31193434833867
10,16,0,0,0,1,0,250.8283257157655
10,18,1,0,0,1,4,267.2705135370012
10,20,1,0,0,1,4,268.29293431173056
10,21,0,0,1,1,2,255.84159088416976
10,22,1,0,0,0,6,268.90818446769117
10,23,0,0,0,1,6,251.6796247592361
10,25,1,0,1,0,2,256.8511322792406
10,26,1,0,1,1,3,277.77584075073895
10,31,1,0,0,1,6,264.4815342588834
10,32,0,1,0,1,6,270.36261528998114
10,33,1,1,1,0,5,280.9017957624266
10,34,0,0,0,1,4,254.52587768310835
10,38,0,1,1,0,5,266.5330485754319
10,40,0,0,0,0,5,254.20217760120482
10,41,0,0,0,0,5,253.11768737048442
10,42,1,1,0,0,7,283.2629981423723
10,43,1,0,0,1,2,252.079297672926
10,44,0,0,0,1,5,252.3996468458752
10,46,0,0,0,0,1,248.20835874684647
10,48,0,1,0,0,7,260.0490062683939
10,50,0,1,1,0,2,267.5298860967709
10,51,0,0,0,0,0,249.50375867130592
10,52,1,1,1,0,4,265.941831794904
10,53,1,0,0,1,6,267.21638227143495
10,54,1,0,1,1,7,287.07902738819155
10,55,0,0,0,1,7,250.5559465416144
10,56,1,0,0,0,7,266.5635747588924
10,57,1,1,1,1,6,286.0712633311924
10,1,0,0,0,1,7,247.36007270649043
10,2,0,1,0,0,2,266.9471204986704
10,3,1,0,1,0,5,280.994077711827
10,5,0,0,0,0,7,250.29028092633186
10,6,0,1,0,0,0,255.57824661118048
10,7,1,0,0,0,6,263.20293437487607
10,8,1,0,0,1,3,255.75277257309355
10,9,0,1,0,1,7,267.2152205168851
10,11,0,1,0,0,0,255.12649697270012
10,14,1,1,0,0,5,267.85578854107894
10,15,1,1,0,1,6,288.5294610467837
10,16,1,0,1,1,4,268.5698653451971
10,17,1,0,0,1,7,266.48583608788573
10,18,0,1,0,1,2,270.39230940078426
10,19,0,1,1,0,7,285.03144915714785
10,23,0,1,1,0,5,275.3334084287837
10,24,1,0,0,0,3,258.13892742044914
10,25,0,1,0,1,3,266.1786138980682
10,28,0,0,0,0,1,259.2710455684127
10,29,0,0,0,0,5,257.08574123856954
10,30,1,0,0,0,1,254.9960124166413
10,31,0,0,0,1,2,255.88781160924117
10,33,0,1,0,1,6,272.2120500174048
10,34,1,0,0,0,3,260.5650939162006
10,35,1,0,0,1,4,271.31197980548654
10,36,1,1,0,1,3,274.1712601111119
10,38,0,0,0,1,5,247.16189888181228
10,41,0,0,1,0,3,273.0913646975045
10,42,0,1,1,0,5,267.21131910505227
10,43,0,1,1,0,3,281.34194242147385
10,44,0,1,0,0,4,249.09783469987408
10,46,0,1,1,0,6,267.49597410612694
10,47,1,1,1,0,5,298.4457939249465
10,48,0,1,1,1,5,266.51708984763457
10,51,0,1,0,1,5,256.80429328601474
10,52,0,0,0,0,4,258.89066697071206
10,53,0,0,0,0,1,249.14142742654468
10,57,0,1,0,0,5,259.9800640915696
10,58,0,0,0,0,5,257.2760040464235
10,0,0,0,1,0,6,259.21540643725217
10,1,0,1,0,0,1,252.77344395934557
10,3,1,0,0,1,6,269.52686849617504
10,4,1,1,0,1,3,273.52970817857346
10,8,1,1,0,0,7,278.8050963441702
10,9,0,0,1,1,1,263.7044122713288
10,10,0,1,0,0,0,255.3795325021896
10,12,1,1,0,1,4,269.1216423581047
10,15,0,1,0,0,6,265.71224287383563
10,16,0,1,0,0,5,256.4735499441012
10,18,0,1,1,0,2,267.18034408885654
10,19,1,0,0,0,0,250.28444577081393
10,20,1,1,0,1,3,274.82677890653025
10,21,0,1,0,1,3,274.441631484231
10,23,0,1,0,0,2,273.3744684872421
10,25,0,0,1,0,6,256.72040691784946
10,26,0,0,0,0,2,251.95239230493985
10,29,0,1,0,0,5,253.19910547005276
10,32,1,0,1,0,7,291.6746573879341
10,33,0,0,1,1,5,274.05608654581636
10,34,1,0,0,0,7,271.37761291977523
10,35,0,1,0,1,1,252.19861410672456
10,39,0,0,0,0,6,252.84652528925758
10,40,0,1,1,0,5,268.9029313798531
10,41,1,0,1,0,1,264.35113927056784
10,42,0,0,0,1,7,250.29408807020684
10,43,1,0,0,0,0,255.2770971659487
10,47,0,0,1,0,2,255.05660753946094
10,49,1,0,0,1,4,266.7144677656436
10,50,1,1,0,1,3,270.32828090822
10,51,0,0,0,1,5,257.10353718013675
10,52,1,1,0,0,5,274.68113291123467
10,53,1,1,0,1,3,271.2296847660005
10,54,1,0,0,1,3,261.39536094859676
10,55,1,1,0,1,3,272.4248501109071
10,56,0,0,1,1,2,254.11327722845982
10,57,0,1,1,0,1,267.0695703282845
10,58,0,1,1,0,5,280.92376402902016
10,59,1,1,0,0,2,263.9116015378496
10,0,1,0,1,1,2,256.0967813038555
10,1,1,0,0,1,1,252.76500594122683
10,2,0,0,1,1,2,248.65413169418142
10,4,1,0,0,0,6,263.2132935218
10,6,0,1,1,0,4,254.6562166316172
10,9,1,0,0,0,0,262.5538307095733
10,10,1,0,0,1,2,262.736057340755
10,12,0,0,0,1,7,256.49202904035883
10,13,1,1,1,0,0,258.3830575298722
10,14,0,0,1,1,3,265.6628956222328
10,15,1,0,1,0,0,256.666885942272
10,16,1,0,0,1,5,262.8712063780047
10,20,0,0,0,0,0,258.9751696799147
10,21,0,0,1,0,4,249.72626178829975
10,33,1,1,0,0,1,256.2319424638114
10,34,0,0,0,1,3,255.69648195939902
10,36,0,0,1,0,4,251.38415434192632
10,38,0,0,0,0,5,250.9778750887017
10,39,1,1,0,0,3,270.5285485884807
10,40,0,0,0,1,3,259.24622784564787
10,42,0,0,0,1,1,251.556341228016
10,47,1,0,0,1,3,247.21000444913406
10,48,0,0,0,1,1,249.42891015574833
10,55,1,0,0,1,4,260.9265829436381
10,56,0,0,0,1,5,250.7484530025305
10,59,1,0,0,1,1,242.9320714479566
10,0,0,1,0,1,3,269.9288488106308
10,4,0,0,1,0,5,276.25561664279604
10,5,0,0,0,0,0,250.09867027038982
10,6,0,0,1,0,7,269.55667869992703
10,7,1,1,0,0,1,257.575638989407
10,8,0,1,0,1,3,263.4147431967978
10,10,0,1,1,1,1,295.48593480837206
10,12,0,1,0,1,2,272.8201885519699
10,14,0,0,0,0,1,251.13194971773396
10,17,0,1,1,1,5,268.1792172227634
10,18,0,0,0,0,1,257.0790925658956
10,19,0,0,1,0,0,263.0565408089301
10,20,0,1,1,0,0,263.4520049703095
10,22,1,1,0,1,2,270.056102534124
10,23,1,0,0,1,5,261.9813077940879
10,24,1,0,0,1,0,254.2242348933383
10,25,1,1,0,1,1,253.6473225163132
10,31,1,1,1,0,2,269.53629035070924
10,33,1,0,0,1,5,275.2780122421544
10,35,1,0,0,1,6,266.77680657734345
10,36,0,0,1,1,1,271.07016721462287
10,38,1,1,0,0,5,275.85232173850284
10,41,0,1,0,0,4,257.9532648318439
10,42,0,1,0,0,5,252.56902491887095
10,43,1,0,0,0,3,257.22577132587975
10,44,0,1,0,1,0,252.9023214097703
10,45,0,0,0,0,2,249.25319930700655
10,47,1,1,0,0,1,251.9721833923031
10,48,1,0,1,1,5,275.5183864373961
10,50,0,1,0,0,2,268.4598294629269
10,51,1,1,0,0,7,286.46026311163257
10,52,1,0,0,1,6,279.2762215488504
10,53,0,1,0,1,7,268.18838008354254
10,54,0,1,1,0,3,287.89424529251227
10,57,1,1,0,0,4,269.25746068187675
10,0,0,0,1,0,4,257.64433984123787
10,7,1,1,1,0,0,261.9848937880498
10,8,1,0,1,1,4,288.6944128610277
10,9,1,1,1,1,2,284.2087482641646
10,10,1,0,0,1,4,271.6626448791714
10,11,1,0,0,1,2,256.88742699806306
10,14,0,1,0,0,4,255.91347112649015
10,16,0,1,1,0,2,270.8427144918157
10,17,1,0,0,0,2,255.2277886362223
10,20,1,0,0,0,2,256.27732176091564
10,21,1,0,0,1,3,253.76906390830464
10,22,0,0,1,1,2,255.9523022975814
10,24,0,1,1,1,6,267.53794571182397
10,25,0,1,1,0,6,274.0641689240547
10,27,0,1,0,1,1,253.4891720583524
10,28,1,1,0,0,0,260.6933513143729
10,30,1,1,1,0,4,268.4159982845734
10,31,0,1,1,1,3,284.9394962579767
10,32,0,1,0,0,5,256.34983155068056
10,34,0,0,0,0,7,252.06829386338003
10,36,0,1,0,0,4,256.0618537989643
10,37,0,0,0,0,0,251.63414588189278
10,38,1,0,0,0,5,265.7682976701868
10,39,1,0,1,1,2,251.54819180801687
10,42,1,0,1,1,2,246.23998569705896
10,43,0,0,0,1,1,253.8120549532185
10,45,0,1,0,0,7,263.84782709179797
10,46,0,0,1,0,0,254.73854405915898
10,48,0,1,1,0,3,293.4197170567001
10,49,1,1,0,0,1,256.94302911294693
10,54,0,0,1,0,3,268.7958823010321
10,56,1,0,0,1,2,254.60038730960883
10,58,1,0,0,1,4,266.08267983179775
10,59,0,0,1,1,1,268.7156286500354
10,0,1,0,1,0,1,264.9520283210262
10,4,0,1,0,1,5,253.3562394619932
10,7,0,1,1,0,6,266.7765759155632
10,15,0,0,0,0,1,249.12883478912153
10,18,1,1,0,0,2,270.0165520873537
10,20,1,0,0,0,4,268.9892826427245
10,21,1,0,1,1,6,276.292588959804
10,22,1,1,0,1,0,254.34698160169714
10,23,0,0,0,1,4,251.87628730157735
10,24,0,0,0,0,1,251.20730090587034
10,27,1,0,0,0,6,267.67647077697126
10,31,0,0,0,0,4,252.29711692570703
10,32,0,0,1,0,4,251.4818916821278
10,34,0,0,1,0,5,267.6261092282101
10,35,0,0,1,0,7,266.2756579446449
10,36,1,0,0,0,6,271.0014836682531
10,37,1,0,0,1,3,257.0707101240813
10,39,1,1,0,1,5,271.485886043324
10,41,0,1,0,0,6,265.0424423557568
10,42,0,1,0,0,6,266.18336180533066
10,44,0,1,1,1,2,264.52265339059426
10,46,0,1,0,0,3,264.63822247058005
10,48,1,0,0,0,3,258.60203347888813
10,49,0,0,0,1,0,255.62628951033474
10,53,1,0,1,1,0,290.22110576929896
10,54,1,1,1,1,5,289.53764358866056
10,55,0,1,0,1,2,272.5058296604051
10,56,0,1,1,0,7,276.0005625696258
10,5,0,0,0,0,1,250.11662013955493
10,9,0,0,0,0,4,250.58954423353546
10,10,1,0,0,0,4,268.5093884626371
10,11,0,1,0,1,1,255.15791615472665
10,12,0,0,0,0,0,247.82851811973958
10,13,1,1,0,0,0,258.74774470332034
10,14,0,1,1,1,0,261.1008732184142
10,15,0,1,1,0,5,267.3020225191935
10,16,0,1,0,0,7,263.6968016940542
10,17,0,0,0,0,1,255.42796862477834
10,18,0,0,1,0,5,269.7439916898213
10,19,0,1,0,0,5,255.80854841406122
10,22,1,1,0,0,1,258.32084079259215
10,23,1,0,0,1,3,249.56146488560128
10,26,1,0,1,0,3,267.88701968529733
10,31,0,1,0,0,6,266.24054960365265
10,33,1,0,0,0,5,273.82933376190954
10,36,1,1,0,0,2,275.54075259006447
10,37,1,1,1,1,5,289.76146714699894
10,38,0,1,0,1,2,268.3979459869913
10,39,0,1,0,0,4,254.01322608047707
10,41,0,1,1,0,1,273.06492905596843
10,46,1,1,0,0,3,275.0934839687367
10,47,0,0,1,1,1,269.44670080535155
10,48,0,1,0,0,2,264.14421364220647
10,49,0,0,0,0,3,254.63758018081964
10,50,0,0,0,0,0,248.82558057969902
10,51,1,0,0,0,0,247.0306811710045
10,52,0,0,0,1,7,250.63062839154574
10,53,0,1,0,0,2,267.353572828227
10,54,0,1,0,0,7,263.5755818205387
10,58,0,1,0,0,1,261.4447144481141
10,59,0,1,1,0,5,268.4791594200879
10,0,0,0,0,0,2,253.70365176486476
10,6,0,0,1,0,0,258.065454396029
10,8,0,1,0,0,6,266.70135678049394
10,9,0,1,0,0,3,270.29875960321215
10,12,1,1,0,1,2,277.56057310677556
10,13,0,1,1,1,6,272.9941526218202
10,14,0,1,0,0,2,267.6078956076961
10,15,0,1,0,0,5,255.3133598323704
10,16,1,1,0,0,1,258.34717194621317
10,17,0,1,0,1,6,258.76071398003944
10,20,0,0,0,1,3,246.10551431148204
10,23,1,1,0,0,0,260.48739218938306
10,24,0,0,0,1,5,253.02778841859612
10,26,1,0,0,1,2,250.046872727255
10,27,1,1,0,1,0,262.8034906098013
10,29,0,1,0,0,3,273.2263433125955
10,31,1,1,0,0,1,257.9205049916776
10,32,1,1,0,1,5,270.86443220103524
10,34,0,1,0,0,3,267.96996688585875
10,36,0,0,1,0,3,267.9188083058366
10,37,0,1,0,0,3,264.19665945116566
10,39,0,0,0,0,5,252.7601388624589
10,42,0,1,1,1,0,252.16786025105787
10,49,1,0,0,0,1,261.4781029190654
10,50,0,1,0,1,2,265.00451709812563
10,56,1,1,0,1,2,268.22555874801066
10,1,0,0,0,1,4,245.74786935338022
10,3,0,0,1,0,1,272.2913433462535
10,8,0,1,0,0,1,255.55942552384636
10,9,1,1,0,0,6,286.1147831866862
10,10,1,0,0,1,5,271.5973525351503
10,11,1,1,0,1,2,278.25148701605286
10,12,1,1,1,1,4,273.2945048674272
10,13,0,1,1,1,2,273.12404268714107
10,14,0,0,0,0,6,250.446625582854
10,17,1,0,0,0,0,253.89737475883413
10,18,0,1,0,1,5,262.324316664926
10,19,0,0,0,0,0,248.11919427028755
10,20,0,1,0,0,2,270.2281297786458
10,21,0,0,1,0,2,249.14289311336748
10,24,0,0,0,1,7,249.91506656924764
10,26,0,0,1,0,0,258.2332871063712
10,29,0,0,1,1,7,269.77876997813394
10,30,1,0,0,0,2,257.3244746941916
10,31,0,1,0,1,7,272.3264611904761
10,34,0,1,0,0,1,254.1083402933957
10,36,1,0,0,0,7,265.2985830944935
10,37,0,0,0,1,5,249.3654479038749
10,39,0,1,1,1,5,271.69881598160646
10,40,0,1,1,0,4,255.5335875232614
10,44,1,0,0,1,0,262.93522673208497
10,50,1,0,0,0,5,267.57708572658794
10,51,0,0,0,1,3,256.89841493122447
10,52,0,0,0,0,1,250.65771300069918
10,55,0,0,0,0,3,251.40508270239764
10,56,0,0,1,0,7,265.6374480179276
10,58,1,0,0,0,0,254.97553558677834
10,59,1,0,0,1,0,245.5939622023413
10,2,1,0,0,0,6,267.33457615632335
10,3,1,0,0,1,0,258.7707666269497
10,5,0,0,0,0,6,250.28596325056662
10,7,1,0,1,1,2,265.29844877413296
10,8,0,0,1,1,7,272.32201655994015
10,9,1,1,1,0,4,294.4372907689536
10,10,1,1,0,1,7,295.8140302215918
10,11,0,1,1,1,4,271.95763612639104
10,12,0,1,1,0,7,286.08323046468604
10,14,0,1,1,1,5,274.50335619854235
10,18,0,0,0,0,6,249.0468265167305
10,19,0,0,0,0,4,250.1223703108918
10,20,1,1,0,0,4,274.40078297026065
10,21,0,1,1,1,1,272.7677175729662
10,22,1,0,0,0,7,264.7893215088054
10,25,1,1,0,0,4,276.48934282306175
10,26,0,0,1,1,5,268.42022347499153
10,27,0,1,0,0,3,279.87509109867165
10,34,1,1,0,0,0,243.274386206803
10,44,1,1,0,1,0,251.81312469753476
10,52,1,0,0,0,0,262.6629611948683
10,55,0,1,1,0,5,273.1410404976325
10,58,0,0,0,0,4,250.87891804832242
10,5,1,1,0,1,4,278.9420178745696
10,6,1,0,0,1,0,260.37166024425926
10,8,0,1,0,0,0,252.0415836818624
10,9,1,0,0,0,1,260.7708781339653
10,10,1,1,0,1,6,292.6018871589325
10,11,0,1,0,1,2,267.1775809781402
10,13,0,0,0,0,0,258.68560702363925
10,16,0,1,1,0,7,282.35652122843607
10,17,0,1,1,0,4,260.8288281298587
10,18,1,0,1,0,5,287.0432018689587
10,19,0,1,1,1,2,266.4051649051989
10,21,1,0,0,0,2,255.76020475354008
10,22,0,0,0,1,6,249.6520441425789
10,25,0,0,1,0,2,254.7509238306899
10,28,1,1,0,0,5,275.20290181675944
10,34,0,1,0,0,6,268.0369184697648
10,36,0,1,0,0,5,254.0536041465901
10,38,1,0,0,0,2,256.1301893980804
10,40,1,1,0,0,7,287.5325847758196
10,43,0,0,1,0,7,266.847521100458
10,47,1,0,1,0,4,256.888566995679
10,48,0,0,0,1,3,248.30615614434817
10,50,0,0,0,0,7,249.62303290421497
10,51,0,0,1,0,5,263.34703898686354
10,54,0,0,0,0,2,253.08319811054258
10,57,0,0,0,1,7,252.34998818922085
10,59,0,0,1,0,4,248.65233733953195
10,0,0,0,1,0,7,267.3771759932035
10,1,1,1,0,0,2,273.6888342852635
10,8,1,1,0,0,5,263.9051773434774
10,10,0,0,0,1,2,254.05307255509803
10,11,0,1,0,0,1,249.87510187094676
10,12,1,1,0,0,3,268.42846872386394
10,13,0,1,0,1,0,254.1929535136269
10,14,0,1,0,0,7,267.98475189323204
10,16,1,0,0,0,2,254.89166711363856
10,24,1,1,1,0,5,288.407567986477
10,25,0,1,0,1,4,252.62714351232069
10,27,0,1,0,0,2,272.61109799438975
10,30,1,0,0,0,0,261.4372509674828
10,32,1,0,0,0,6,266.38588454264914
10,34,0,1,0,1,2,279.47600593410186
10,36,1,1,0,0,7,285.39072307715327
10,37,0,1,0,1,2,268.20455729017544
10,42,0,1,0,1,2,264.88908376145787
10,43,0,0,1,0,5,274.3913627719552
10,44,0,1,0,0,7,263.2057678014889
10,46,1,1,0,0,1,260.12558323235305
10,47,1,1,0,1,5,264.7800049843413
10,48,1,1,0,1,7,280.14403199511924
10,50,1,0,0,1,0,265.76365209804595
10,52,0,1,0,1,5,256.3384142846979
10,56,0,1,0,0,1,254.73981528670723
10,57,0,0,0,0,5,251.52024098715202
10,1,1,0,0,0,4,267.26097928243803
10,2,1,1,0,1,2,269.07347296847456
10,4,0,0,1,0,3,269.30055891587244
10,6,0,0,0,1,6,257.30862577623213
10,7,0,1,0,0,4,256.90149642511864
10,8,0,0,0,0,5,255.19688174727622
10,9,0,1,0,0,4,256.1674538722975
10,10,1,0,0,0,0,257.64469393026013
10,11,1,0,0,1,5,267.702706178329
10,12,1,0,0,1,7,263.50660191631096
10,13,0,0,0,1,2,257.3085440061609
10,14,1,0,0,0,1,257.5547429081704
10,15,0,1,1,1,7,278.7072301723875
10,17,0,1,1,1,1,269.10962466872246
10,18,1,0,0,0,5,265.7317831541986
10,19,0,0,1,1,4,254.34666951873578
10,21,0,1,0,0,1,254.50993443846366
10,22,0,0,0,0,2,252.3367219718705
10,26,1,0,0,1,7,264.5330124530766
10,28,1,0,1,1,6,272.94742372050183
10,32,0,0,0,1,2,255.84857525043904
10,33,0,0,1,0,1,272.29470425806886
10,35,0,1,0,0,3,277.3602822706546
10,36,0,0,0,0,4,251.12780742968138
